ModelDate,Ticker,GICCode,CustomIndustryGroupCode,GICIndustryGroupCode,IndustryGroup,GICSectorCode,Sector,InitialOutvestDecision,QuantitativeDecisionDate,QuantitativeDecision,ChangeInGrowthRateDate,ChangeInGrowthRate,RevGrowth1QAgo,RevGrowth,BBDate,conflict,latestRevGrowth,NewInfoIndicator,FinalDecisionCode,FinalDecision,NewFinalDecisionIndicator,SP500Weight,Name,MktCapinThousands,Pclose,RebalanceWeight,Shares,MktValueOfShares
3/31/2017,XRAY US EQUITY,35101020,17,3510,Health Care Equipment & Services,35,Health Care,Invested,5/9/2016,Reinvest,5/6/2016,0.759,-0.085,-0.02,,,0.400468156,,1,Invested,,0.070730419,DENTSPLY SIRONA INC,14341282,62.44,0.097677566,78,4870
3/31/2017,ZBH US EQUITY,35101010,17,3510,Health Care Equipment & Services,35,Health Care,Outvested,11/2/2016,Outvest,10/31/2016,-0.301,0.627,0.438,,,0.281119744,,4,Outvested,,0.121111641,ZIMMER BIOMET HOLDINGS INC,24571341,122.11,,,
3/31/2017,A US EQUITY,35203010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,5/17/2016,Reinvest,5/16/2016,3.128,-0.006,0.014,,,0.049752475,,1,Invested,,0.083977254,AGILENT TECHNOLOGIES INC,17040054,52.87,0.115971231,110,5816
3/31/2017,ABBV US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,2/21/2017,Reinvest,1/27/2017,-0.2,0.152,0.122,2/17/2017,,0.121571372,,1,Invested,,0.512231005,ABBVIE INC,103837477,65.16,0.707382742,543,35382
3/31/2017,AGN US EQUITY,35202010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Outvested,2/10/2017,Outvest,2/8/2017,-0.413,0.218,0.128,,,0.128093038,,4,Outvested,,0.395009165,ALLERGAN PLC,80156704,238.92,,,
3/31/2017,WEC US EQUITY,55103010,27,5510,Utilities,55,Utilities,Outvested,10/28/2016,Outvest,10/26/2016,-0.336,0.584,0.387,,,0.260913586,,4,Outvested,,0.09436834,WEC ENERGY GROUP INC,19133615,60.63,,,
3/31/2017,XEL US EQUITY,55101010,27,5510,Utilities,55,Utilities,Outvested,8/4/2016,Reinvest,8/3/2016,0.242,-0.053,-0.04,,Yes,0.007477355,,2,Invested,,0.11119595,XCEL ENERGY INC,22546062,44.45,0.153559811,173,7690
3/31/2017,FL US EQUITY,25504010,12,2550,Retailing,25,Consumer Discretionary,Outvested,,,,,,,,,0.047760389,,2,Invested,,0.048837237,FOOT LOCKER INC,9817541,74.81,0.067443435,45,3366
3/31/2017,GPC US EQUITY,25501010,12,2550,Retailing,25,Consumer Discretionary,Outvested,10/20/2016,Reinvest,10/19/2016,0.316,-0.017,-0.012,,Yes,0.003905028,,2,Invested,,0.067625373,GENUINE PARTS CO,13711703,92.41,0.093389548,51,4713
3/31/2017,GPS US EQUITY,25504010,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/26/2016,Reinvest,5/21/2015,-0.566,0.018,0.008,2/25/2016,Yes,-0.017788188,,4,Outvested,,0.026281601,GAP INC/THE,9712186,24.29,,,
3/31/2017,HD US EQUITY,25504030,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/25/2015,Reinvest,2/25/2014,-0.424,0.094,0.054,2/24/2015,Yes,0.068640631,,2,Invested,,0.88214049,HOME DEPOT INC,176624450,146.83,1.218221765,415,60934
3/31/2017,JWN US EQUITY,25503010,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/21/2017,Reinvest,5/12/2016,-0.283,0.069,0.049,2/17/2017,Yes,0.022163735,,2,Invested,,0.026160632,NORDSTROM INC,7770251,46.57,0.03612741,39,1816
3/31/2017,KMX US EQUITY,25504050,12,2550,Retailing,25,Consumer Discretionary,Outvested,12/22/2015,Outvest,12/18/2015,-0.25,0.109,0.081,,,0.038307425,,4,Outvested,,0.054650935,CARMAX INC,11081010,59.22,,,
3/31/2017,KSS US EQUITY,25503010,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/29/2016,Outvest,2/25/2016,-0.516,0.02,0.01,,,-0.026973547,,4,Outvested,,0.034648841,KOHLS CORP,6861492,39.81,,,
3/31/2017,LB US EQUITY,25504010,12,2550,Retailing,25,Consumer Discretionary,Outvested,2/24/2017,Outvest,2/22/2017,-0.373,0.055,0.035,,,0.034592945,,4,Outvested,,0.055797877,L BRANDS INC,13425761,47.1,,,
3/31/2017,LKQ US EQUITY,25501010,12,2550,Retailing,25,Consumer Discretionary,Outvested,,,,,,,,,0.238684776,,2,Invested,,0.044462278,LKQ CORP,9021453,29.27,0.061401687,105,3073
3/31/2017,LOW US EQUITY,25504030,12,2550,Retailing,25,Consumer Discretionary,Outvested,8/22/2013,Reinvest,8/21/2013,2.444,-0.014,0.02,,Yes,0.100621265,,2,Invested,,0.351124236,LOWE'S COS INC,71510122,82.21,0.484896897,295,24252
3/31/2017,M US EQUITY,25503010,12,2550,Retailing,25,Consumer Discretionary,Outvested,5/13/2016,Outvest,5/11/2016,-0.406,-0.037,-0.051,,,-0.04804461,,4,Outvested,,0.044454209,MACY'S INC,9018237,29.64,,,
3/31/2017,ORLY US EQUITY,25504050,12,2550,Retailing,25,Consumer Discretionary,Outvested,7/25/2013,Reinvest,7/24/2013,0.21,0.051,0.062,,Yes,0.078630304,,2,Invested,,0.121957826,O'REILLY AUTOMOTIVE INC,24729757,269.84,0.168421788,31,8365
3/31/2017,ALXN US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,4/29/2016,Reinvest,4/28/2016,0.163,0.166,0.193,,,0.184410266,,1,Invested,,0.134307732,ALEXION PHARMACEUTICALS INC,27297065,121.24,0.185476808,76,9214
3/31/2017,AMGN US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,2/3/2017,Reinvest,2/2/2017,0.191,0.051,0.061,,,0.061351676,,1,Invested,,0.595926201,AMGEN INC,120829844,164.07,0.822964456,251,41182
3/31/2017,BIIB US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Outvested,1/30/2017,Outvest,1/26/2017,-0.21,0.081,0.064,,,0.063642793,,4,Outvested,,0.291144931,BIOGEN INC,59045596,273.42,,,
3/31/2017,BMY US EQUITY,35202010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,4/29/2015,Reinvest,4/28/2015,0.493,-0.031,-0.016,,,0.173128019,,1,Invested,,0.448620816,BRISTOL-MYERS SQUIBB CO,89591050,54.38,0.6195381,569,30942
3/31/2017,CELG US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Invested,6/13/2013,Reinvest,7/26/2012,-0.208,0.262,0.207,6/12/2013,,0.21318064,,1,Invested,,0.477423712,CELGENE CORP,96802309,124.43,0.659314433,265,32974
3/31/2017,GILD US EQUITY,35201010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Outvested,5/2/2016,Outvest,4/28/2016,-0.374,0.311,0.195,,,-0.068905297,,4,Outvested,,0.437838345,GILEAD SCIENCES INC,88787537,67.92,,,
3/31/2017,FLR US EQUITY,20103010,3,2010,Capital Goods,20,Industrials,Invested,5/1/2015,Reinvest,4/30/2015,0.107,-0.213,-0.19,,,0.050921916,,1,Invested,,0.036165266,FLUOR CORP,7352961,52.62,0.049943648,47,2473
3/31/2017,FLS US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Outvested,2/25/2013,Outvest,2/21/2013,-0.227,0.069,0.053,,,-0.124877056,,4,Outvested,,0.031168802,FLOWSERVE CORP,6319778,48.42,,,
3/31/2017,FTV US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,,,,,,,,,,,1,Invested,,0.089405277,FORTIVE CORP,20836542,60.22,0.123467244,102,6142
3/31/2017,GD US EQUITY,20101010,33,2510,Capital Goods - Defense & Gov,20,Industrials,Invested,1/30/2017,Reinvest,1/27/2017,0.892,-0.034,-0.004,,,-0.003686167,,1,Invested,,0.262739059,GENERAL DYNAMICS CORP,56791051,187.2,0.362838396,97,18158
3/31/2017,GE US EQUITY,20105010,3,2010,Capital Goods,20,Industrials,Invested,1/25/2016,Reinvest,1/22/2016,0.224,-0.152,-0.118,,,0.039319549,,1,Invested,,1.28229859,GENERAL ELECTRIC CO,259519677,29.8,1.770833637,2970,88506
3/31/2017,GWW US EQUITY,20107010,3,2010,Capital Goods,20,Industrials,Invested,4/19/2016,Reinvest,4/18/2016,1.51,0.001,0.002,,,0.016425719,,1,Invested,,0.062139101,WW GRAINGER INC,13667667,232.76,0.085813094,18,4190
3/31/2017,HON US EQUITY,20105010,3,2010,Capital Goods,20,Industrials,Invested,4/25/2016,Reinvest,4/22/2016,0.443,-0.043,-0.024,,,0.018687955,,1,Invested,,0.468782871,HONEYWELL INTERNATIONAL INC,94990857,124.87,0.647381572,259,32341
3/31/2017,IR US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,2/9/2017,Reinvest,2/1/2017,-0.206,0.02,0.016,2/8/2017,,0.015653311,,1,Invested,,0.104080186,INGERSOLL-RAND PLC,21103272,81.32,0.143733056,88,7156
3/31/2017,EIX US EQUITY,55101010,27,5510,Utilities,55,Utilities,Outvested,5/3/2016,Reinvest,5/2/2016,0.155,-0.141,-0.119,,Yes,0.029850746,,2,Invested,,0.127923883,EDISON INTERNATIONAL,25937814,79.61,0.176660816,111,8837
3/31/2017,APTV US EQUITY,25101010,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,10/30/2015,Reinvest,10/29/2015,0.115,-0.06,-0.053,,Yes,0.098648203,,2,Invested,,0.107008645,DELPHI AUTOMOTIVE PLC,21674911,80.49,0.14777721,92,7405
3/31/2017,F US EQUITY,25102010,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,10/31/2016,Outvest,10/27/2016,-0.411,0.096,0.057,,,0.01499084,,4,Outvested,,0.224088367,FORD MOTOR CO,45524575,11.64,,,
3/31/2017,GM US EQUITY,25102010,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,1/14/2016,Reinvest,4/23/2015,-4.411,0.003,-0.011,1/13/2016,Yes,0.092047573,,2,Invested,,0.237724302,GENERAL MOTORS CO,52968042,35.36,0.328293421,464,16407
3/31/2017,GT US EQUITY,25101020,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,10/30/2013,Reinvest,10/29/2013,0.197,-0.106,-0.085,,Yes,-0.078148756,,4,Outvested,,0.044680822,GOODYEAR TIRE & RUBBER CO,9069516,36,,,
3/31/2017,HOG US EQUITY,25102020,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,10/20/2016,Outvest,10/18/2016,-0.532,0.018,0.009,,,0.000176135,,4,Outvested,,0.052617701,HARLEY-DAVIDSON INC,10625434,60.5,,,
3/31/2017,TPR US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,10/28/2015,Reinvest,10/27/2015,0.148,-0.128,-0.109,,,0.073038348,,1,Invested,,0.05720001,COACH INC,11597859,41.33,0.078992289,96,3968
3/31/2017,GRMN US EQUITY,25201010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,4/28/2016,Reinvest,4/27/2016,0.724,-0.018,-0.005,,,0.070345697,,1,Invested,,0.028994463,GARMIN LTD,9631475,51.11,0.040040885,39,1993
3/31/2017,HAS US EQUITY,25202010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,2/9/2016,Reinvest,2/8/2016,7.331,0.005,0.04,,,0.128681696,,1,Invested,,0.055073475,HASBRO INC,12407426,99.82,0.07605558,38,3793
3/31/2017,HBI US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,2/3/2017,Reinvest,2/2/2017,15.938,0.003,0.052,,,0.051757387,,1,Invested,,0.038776178,HANESBRANDS INC,7733058,20.76,0.053549276,129,2678
3/31/2017,KORS US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Outvested,8/12/2016,Outvest,8/10/2016,-0.203,0.078,0.062,,,0.007222023,,4,Outvested,,0.030532584,MICHAEL KORS HOLDINGS LTD,6190779,38.11,,,
3/31/2017,MAT US EQUITY,25202010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Outvested,1/27/2017,Outvest,1/25/2017,-2.279,-0.013,-0.043,,,-0.043124248,,4,Outvested,,0.043253243,MATTEL INC,8770016,25.61,,,
3/31/2017,NKE US EQUITY,25203020,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,9/28/2016,Reinvest,9/27/2016,0.106,0.058,0.064,,,0.069498069,,1,Invested,,0.364247794,NIKE INC -CL B,73854789,55.73,0.503020318,451,25134
3/31/2017,ITW US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,4/21/2016,Reinvest,4/20/2016,0.134,-0.074,-0.065,,,0.014472212,,1,Invested,,0.203772451,ILLINOIS TOOL WORKS,45790640,132.47,0.281406462,106,14042
3/31/2017,JCI US EQUITY,20102010,3,2010,Capital Goods,20,Industrials,Outvested,11/10/2016,Outvest,11/8/2016,-0.728,0.804,0.219,,,0.201481159,,4,Outvested,,0.195001554,JOHNSON CONTROLS INTERNATION,39538465,42.12,,,
3/31/2017,JEC US EQUITY,20103010,3,2010,Capital Goods,20,Industrials,Outvested,11/25/2016,Outvest,11/22/2016,-0.496,-0.064,-0.095,,,-0.094085979,,4,Outvested,,0.033008549,JACOBS ENGINEERING GROUP INC,6692805,55.28,,,
3/31/2017,LLL US EQUITY,20101010,33,2510,Capital Goods - Defense & Gov,20,Industrials,Invested,4/28/2016,Reinvest,4/27/2016,0.205,-0.119,-0.094,,,0.004299637,,1,Invested,,0.063421843,L3 TECHNOLOGIES INC,12861215,165.29,0.087584541,26,4298
3/31/2017,LMT US EQUITY,20101010,33,2510,Capital Goods - Defense & Gov,20,Industrials,Invested,4/27/2016,Reinvest,4/26/2016,0.939,-0.05,-0.003,,,0.151959201,,1,Invested,,0.329513945,LOCKHEED MARTIN CORP,77556635,267.6,0.455053434,85,22746
3/31/2017,MAS US EQUITY,20102010,3,2010,Capital Goods,20,Industrials,Invested,10/28/2015,Reinvest,10/27/2015,0.22,-0.153,-0.12,,,0.030103612,,1,Invested,,0.053697428,MASCO CORP,10887677,33.99,0.074155281,109,3705
3/31/2017,MMM US EQUITY,20105010,3,2010,Capital Goods,20,Industrials,Invested,2/3/2016,Reinvest,4/23/2015,-0.477,0.031,0.016,2/2/2016,,-0.005450221,,1,Invested,,0.562591686,3M CO,114338234,191.33,0.776930029,203,38840
3/31/2017,NOC US EQUITY,20101010,33,2510,Capital Goods - Defense & Gov,20,Industrials,Invested,7/28/2016,Reinvest,7/27/2016,0.435,-0.023,-0.013,,,0.041741052,,1,Invested,,0.204807056,NORTHROP GRUMMAN CORP,41526626,237.84,0.282835236,59,14033
3/31/2017,PCAR US EQUITY,20106010,3,2010,Capital Goods,20,Industrials,Invested,2/1/2017,Reinvest,1/31/2017,0.155,-0.129,-0.109,,,-0.108908664,,1,Invested,,0.116296647,PACCAR INC,23604336,67.2,0.160603791,119,7997
3/31/2017,PH US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,10/24/2016,Reinvest,10/21/2016,0.177,-0.106,-0.087,,,-0.057399507,,1,Invested,,0.105394166,PARKER HANNIFIN CORP,21369694,160.32,0.145547641,45,7214
3/31/2017,PNR US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,4/27/2016,Reinvest,4/26/2016,0.159,-0.213,-0.179,,,0.030624774,,1,Invested,,0.051769972,PENTAIR PLC,11427969,62.78,0.071493495,57,3578
3/31/2017,PWR US EQUITY,20103010,3,2010,Capital Goods,20,Industrials,Invested,11/4/2016,Reinvest,11/3/2016,0.538,-0.071,-0.033,,,0.010417123,,1,Invested,,0.027678429,QUANTA SERVICES INC,5385886,37.11,0.038223463,51,1893
3/31/2017,ROK US EQUITY,20104010,3,2010,Capital Goods,20,Industrials,Invested,4/7/2016,Reinvest,1/28/2015,-0.45,0.043,0.024,4/6/2016,,-0.035210467,,1,Invested,,0.098758785,ROCKWELL AUTOMATION INC,20024306,155.71,0.136384287,44,6851
3/31/2017,BWA US EQUITY,25101010,7,2510,Automobiles & Components,25,Consumer Discretionary,Outvested,4/29/2016,Reinvest,4/28/2016,1.368,-0.034,0.012,,Yes,0.130596271,,2,Invested,,0.041206678,BORGWARNER INC,8895252,41.79,0.056905757,68,2842
3/31/2017,DLTR US EQUITY,25503020,12,2550,Retailing,25,Consumer Discretionary,Outvested,11/25/2016,Outvest,11/22/2016,-0.429,1.09,0.622,,,0.336847675,,4,Outvested,,0.091350138,DOLLAR TREE INC,18539941,78.46,,,
3/31/2017,CL US EQUITY,30301010,16,3030,Household & Personal Products,30,Consumer Staples,Outvested,10/28/2016,Reinvest,10/27/2016,0.183,-0.074,-0.06,,Yes,-0.052326307,,4,Outvested,,0.318684087,COLGATE-PALMOLIVE CO,64714598,73.19,,,
3/31/2017,BK US EQUITY,40203010,20,4020,Diversified Financials,40,Financials,Invested,10/21/2016,Reinvest,10/20/2016,1.135,-0.054,0.007,,,0.009358461,,1,Invested,,0.241660627,BANK OF NEW YORK MELLON CORP,48913041,47.23,0.333729422,353,16672
3/31/2017,ESRX US EQUITY,35102015,17,3510,Health Care Equipment & Services,35,Health Care,Outvested,2/16/2017,Outvest,2/14/2017,-4.067,-0.003,-0.014,,,-0.0143909,,4,Outvested,,0.196898085,EXPRESS SCRIPTS HOLDING CO,39566630,65.91,,,
3/31/2017,FBHS US EQUITY,20102010,3,2010,Capital Goods,20,Industrials,Outvested,10/28/2016,Outvest,10/26/2016,-0.248,0.155,0.117,,,0.088548718,,4,Outvested,,0.045940067,FORTUNE BRANDS HOME & SECURI,9340718,60.85,,,
3/31/2017,KLAC US EQUITY,45301010,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,10/22/2015,Reinvest,10/21/2015,0.127,-0.039,-0.034,,,0.144497275,,1,Invested,,0.073487102,KLA-TENCOR CORP,14900226,95.07,0.101484501,53,5039
3/31/2017,NTAP US EQUITY,45202030,24,4520,Technology Hardware & Equipment,45,Information Technology,Outvested,8/18/2016,Reinvest,8/17/2016,0.175,-0.094,-0.078,,Yes,-0.050423261,,4,Outvested,,0.055924806,NETAPP INC,11339299,41.85,,,
3/31/2017,HCP US EQUITY,60101050,28,6010,Real Estate,60,Real Estate,Outvested,2/14/2017,Reinvest,2/13/2017,59.174,-0.001,0.042,,Yes,0.042163941,,2,Invested,,0.072226562,HCP INC,14652021,31.28,0.099743715,159,4974
3/31/2017,ES US EQUITY,55101010,27,5510,Utilities,55,Utilities,Outvested,11/2/2016,Reinvest,11/1/2016,0.105,-0.081,-0.073,,Yes,-0.039686344,,4,Outvested,,0.091865174,EVERSOURCE ENERGY,18626559,58.78,,,
3/31/2017,HRB US EQUITY,25302020,4,2020,Commercial & Professional Services - Data,25,Industrials,Invested,12/8/2016,Reinvest,12/7/2016,0.158,-0.019,-0.016,,,-0.011890024,,1,Invested,,0.023749637,H&R BLOCK INC,4816633,23.25,0.032797865,71,1651
3/31/2017,KR US EQUITY,30101030,14,3010,Food & Staples Retailing,30,Consumer Staples,Outvested,6/17/2016,Reinvest,6/16/2016,1.07,0.013,0.026,,Yes,0.050141127,,2,Invested,,0.134389399,KROGER CO,26960938,29.49,0.185589588,315,9289
3/31/2017,PXD US EQUITY,10102020,1,1010,Energy,10,Energy,Outvested,4/26/2016,Reinvest,4/25/2016,0.502,-0.093,-0.046,,Yes,0.154516049,,2,Invested,,0.155954504,PIONEER NATURAL RESOURCES CO,31621295,186.23,0.215370651,58,10801
3/31/2017,PVH US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,3/24/2016,Reinvest,3/23/2016,0.111,-0.03,-0.027,,,0.028997317,,1,Invested,,0.040450105,PVH CORP,8091664,103.47,0.055860942,27,2794
3/31/2017,RL US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Outvested,11/14/2016,Outvest,11/10/2016,-0.66,-0.025,-0.042,,,-0.062137754,,4,Outvested,,0.022675784,RALPH LAUREN CORP,4597736,81.62,,,
3/31/2017,UA US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,,,,,,,,,0.27195303,,1,Invested,,0.016637656,UNDER ARMOUR INC-CLASS C,4030447,18.3,0.022976334,63,1153
3/31/2017,UAA US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Outvested,2/2/2017,Outvest,1/31/2017,-0.2,0.272,0.218,,,0.217500359,,4,Outvested,,0.017924453,UNDER ARMOUR INC-CLASS A,3636316,19.78,,,
3/31/2017,VFC US EQUITY,25203010,8,2520,Consumer Durables & Apparel,25,Consumer Discretionary,Invested,2/21/2017,Reinvest,2/17/2017,0.9,-0.022,-0.002,,,-0.002213909,,1,Invested,,0.089810618,VF CORP,22786329,54.97,0.124027012,113,6212
3/31/2017,DHI US EQUITY,25201030,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,1/25/2017,Reinvest,1/24/2017,0.267,0.123,0.156,,Yes,0.156120574,,2,Invested,,0.055824506,DR HORTON INC,12438420,33.31,0.077092741,116,3864
3/31/2017,LEG US EQUITY,25201020,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,11/2/2015,Outvest,10/29/2015,-0.244,0.145,0.11,,,-0.042709078,,4,Outvested,,0.033191984,LEGGETT & PLATT INC,6691554,50.32,,,
3/31/2017,LEN US EQUITY,25201030,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,12/22/2015,Outvest,12/18/2015,-0.226,0.281,0.218,,,0.155793725,,4,Outvested,,0.051298625,LENNAR CORP-A,10399812,51.19,,,
3/31/2017,MHK US EQUITY,25201020,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,11/6/2015,Reinvest,11/5/2015,1.101,0.015,0.032,,Yes,0.109956894,,2,Invested,,0.071370224,MOHAWK INDUSTRIES INC,17024716,229.49,0.098561126,21,4819
3/31/2017,NWL US EQUITY,25201050,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,11/3/2014,Reinvest,10/31/2014,0.214,-0.008,-0.006,,Yes,1.242169143,,2,Invested,,0.112225472,NEWELL BRANDS INC,22787355,47.17,0.154981564,164,7736
3/31/2017,PHM US EQUITY,25201030,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,1/29/2016,Reinvest,1/28/2016,0.767,0.016,0.027,,Yes,0.281932656,,2,Invested,,0.033224009,PULTEGROUP INC,7466104,23.55,0.04588182,97,2284
3/31/2017,WHR US EQUITY,25201040,11,2520,Consumer Durables/Housing,25,Consumer Discretionary,Outvested,1/27/2017,Reinvest,1/26/2017,0.752,-0.033,-0.008,,Yes,-0.008281078,,4,Outvested,,0.062943321,WHIRLPOOL CORP,12762372,171.33,,,
3/31/2017,CCL US EQUITY,25301020,31,2530,Consumer Services - Hospitality,25,Consumer Discretionary,Invested,3/31/2016,Reinvest,3/30/2016,1.036,-0.011,0,,,0.042825326,,1,Invested,,0.121432177,CARNIVAL CORP,31611990,58.91,0.167695874,142,8365
3/31/2017,ROP US EQUITY,20105010,23,4510,Software & Services,20,Information Technology,Invested,4/26/2016,Reinvest,4/25/2016,0.169,0.009,0.011,,,0.057930519,,1,Invested,,0.103748219,ROPER TECHNOLOGIES INC,21035962,206.49,0.143274614,35,7227
3/31/2017,RTN US EQUITY,20101010,33,2510,Capital Goods - Defense & Gov,20,Industrials,Outvested,1/30/2017,Outvest,1/26/2017,-0.257,0.048,0.035,,,0.035359401,,4,Outvested,,0.220281399,RAYTHEON COMPANY,44664200,152.5,,,
3/31/2017,SNA US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,2/3/2017,Reinvest,2/2/2017,0.759,0.019,0.033,,,0.03303554,,1,Invested,,0.048223576,SNAP-ON INC,9777463,168.67,0.066595979,20,3373
3/31/2017,SWK US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,4/22/2016,Reinvest,4/21/2016,0.176,-0.015,-0.012,,,0.021044057,,1,Invested,,0.099989454,STANLEY BLACK & DECKER INC,20279682,132.87,0.138083821,52,6909
3/31/2017,TDG US EQUITY,20101010,3,2010,Capital Goods,20,Industrials,Outvested,11/16/2016,Outvest,11/14/2016,-0.231,0.223,0.172,,,0.163655706,,4,Outvested,,0.053937205,TRANSDIGM GROUP INC,11634355,220.16,,,
3/31/2017,TXT US EQUITY,20101010,3,2010,Capital Goods,20,Industrials,Invested,7/25/2016,Reinvest,7/22/2016,0.943,-0.039,-0.002,,,0.027192133,,1,Invested,,0.063392232,TEXTRON INC,12851394,47.59,0.087543648,92,4378
3/31/2017,URI US EQUITY,20107010,3,2010,Capital Goods,20,Industrials,Invested,1/26/2017,Reinvest,1/25/2017,0.423,-0.016,-0.009,,,-0.009455046,,1,Invested,,0.051997948,UNITED RENTALS INC,10561098,125.05,0.071808326,29,3626
3/31/2017,UTX US EQUITY,20101010,3,2010,Capital Goods,20,Industrials,Invested,10/21/2015,Reinvest,1/22/2014,-0.289,0.12,0.085,10/20/2015,,0.020428536,,1,Invested,,0.414756742,UNITED TECHNOLOGIES CORP,89957298,112.21,0.572772361,255,28614
3/31/2017,LRCX US EQUITY,45301010,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,11/21/2016,Reinvest,4/20/2016,-0.261,0.214,0.158,11/18/2016,,0.080462961,,1,Invested,,0.103090759,LAM RESEARCH CORP,20902656,128.36,0.142366673,55,7060
3/31/2017,MCHP US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,8/9/2016,Reinvest,8/8/2016,9.876,0.012,0.133,,,0.418683826,,1,Invested,,0.078755046,MICROCHIP TECHNOLOGY INC,15968353,73.78,0.108759446,74,5460
3/31/2017,MU US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,12/22/2016,Reinvest,12/21/2016,0.444,-0.234,-0.13,,,-0.130269223,,1,Invested,,0.14774807,MICRON TECHNOLOGY INC,31972272,28.9,0.204037698,353,10202
3/31/2017,NVDA US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,2/18/2016,Reinvest,2/17/2016,0.129,0.062,0.07,,,0.379241517,,1,Invested,,0.316432487,NVIDIA CORP,64159770,108.93,0.436988153,201,21895
3/31/2017,QCOM US EQUITY,45301020,25,4530,Semiconductors & Semiconductor Equipment,45,Information Technology,Invested,7/21/2016,Reinvest,7/20/2016,0.215,-0.177,-0.139,,,-0.00747172,,1,Invested,,0.417703877,QUALCOMM INC,84693531,57.34,0.576842305,503,28842
3/31/2017,CINF US EQUITY,40301040,21,4030,Insurance,40,Financials,Invested,10/26/2016,Reinvest,10/25/2016,0.948,0.026,0.05,,,0.059704395,,1,Invested,,0.053426752,CINCINNATI FINANCIAL CORP,11911180,72.27,0.073781482,51,3686
3/31/2017,ILMN US EQUITY,35203010,18,3520,"Pharmaceuticals, Biotechnology & Life Sciences",35,Health Care,Outvested,5/5/2016,Outvest,5/3/2016,-0.281,0.193,0.138,,,0.080464032,,4,Outvested,,0.123124204,ILLUMINA INC,24911392,170.64,,,
3/31/2017,XYL US EQUITY,20106020,3,2010,Capital Goods,20,Industrials,Invested,5/4/2016,Reinvest,5/3/2016,0.288,-0.067,-0.048,,,0.032302217,,1,Invested,,0.04445179,XYLEM INC,9023931,50.22,0.061387204,61,3063
